,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
8506,Moth,2003,Kharif     ,Haryana,10365.0,800,592.3,1025927.7,2487.6,0.031428571
8507,Onion,2003,Whole Year ,Haryana,3319.0,50000,592.3,328514.62,796.56,21.084
8508,Peas & beans (Pulses),2003,Rabi       ,Haryana,994.0,1100,592.3,98386.12,238.56,0.975833333
8509,Potato,2003,Whole Year ,Haryana,10521.0,50000,592.3,1041368.58,2525.04,22.60571429
8512,Sannhamp,2003,Whole Year ,Haryana,462.0,100,592.3,45728.76,110.88,0.056
8513,Sesamum,2003,Kharif     ,Haryana,3569.0,1000,592.3,353259.62,856.56,0.130555556
8515,Sunflower,2003,Rabi       ,Haryana,5785.0,9700,592.3,572599.3,1388.4,0.855555556
8516,Sweet potato,2003,Whole Year ,Haryana,77.0,1600,592.3,7621.46,18.48,16.482
8517,Urad,2003,Kharif     ,Haryana,2419.0,400,592.3,239432.62,580.56,0.042857143
8519,other oilseeds,2003,Rabi       ,Haryana,24.0,0,592.3,2375.52,5.76,0.0
8520,Arhar/Tur,2003,Kharif     ,Jharkhand,22500.06,32221,1258.3,2227055.939,5400.0144,1.425
8521,Barley,2003,Rabi       ,Jharkhand,4519.82,3990,1258.3,447371.7836,1084.7568,0.943333333
8522,Gram,2003,Rabi       ,Jharkhand,15155.21,12862,1258.3,1500062.686,3637.2504,0.9075
8523,Maize,2003,Autumn     ,Jharkhand,89591.91,50000,1258.3,8867807.252,21502.0584,1.39
8524,Masoor,2003,Rabi       ,Jharkhand,6993.61,8681,1258.3,692227.5178,1678.4664,1.175
8525,Onion,2003,Whole Year ,Jharkhand,1137.98,9198,1258.3,112637.2604,273.1152,9.12
8526,Potato,2003,Rabi       ,Jharkhand,9350.04,50000,1258.3,925466.9592,2244.0096,6.98625
8527,Potato,2003,Winter     ,Jharkhand,13174.37,50000,1258.3,1303999.143,3161.8488,8.628333333
8528,Ragi,2003,Autumn     ,Jharkhand,73301.3,50000,1258.3,7255362.674,17592.312,0.79
8529,Rapeseed &Mustard,2003,Rabi       ,Jharkhand,6119.0,4851,1258.3,605658.62,1468.56,0.803636364
8532,Sugarcane,2003,Whole Year ,Jharkhand,338.45,966,1258.3,33499.781,81.228,2.85
8533,Wheat,2003,Rabi       ,Jharkhand,60269.7,50000,1258.3,5965494.906,14464.728,1.360909091
8534,Arhar/Tur,2003,Kharif     ,Madhya Pradesh,311195.0,50000,1163.0,30802081.1,74686.8,0.743333333
8535,Bajra,2003,Kharif     ,Madhya Pradesh,201165.0,50000,1163.0,19911311.7,48279.6,1.078055556
8537,Barley,2003,Rabi       ,Madhya Pradesh,84256.0,50000,1163.0,8339658.88,20221.44,1.6195
8538,Castor seed,2003,Kharif     ,Madhya Pradesh,1523.0,572,1163.0,150746.54,365.52,0.25
8539,Coriander,2003,Whole Year ,Madhya Pradesh,125074.0,46968,1163.0,12379824.52,30017.76,0.335957447
8541,Dry chillies,2003,Whole Year ,Madhya Pradesh,48810.0,38365,1163.0,4831213.8,11714.4,0.623958333
8542,Garlic,2003,Whole Year ,Madhya Pradesh,33158.0,50000,1163.0,3281978.84,7957.92,3.003333333
8543,Ginger,2003,Kharif     ,Madhya Pradesh,5067.0,6284,1163.0,501531.66,1216.08,1.12975
8545,Groundnut,2003,Kharif     ,Madhya Pradesh,214353.0,50000,1163.0,21216659.94,51444.72,1.045416667
8546,Horse-gram,2003,Kharif     ,Madhya Pradesh,30880.0,9527,1163.0,3056502.4,7411.2,0.254705882
8547,Horse-gram,2003,Rabi       ,Madhya Pradesh,152.0,43,1163.0,15044.96,36.48,0.305
8549,Jowar,2003,Rabi       ,Madhya Pradesh,3431.0,4182,1163.0,339600.38,823.44,1.528666667
8550,Linseed,2003,Rabi       ,Madhya Pradesh,143384.0,50000,1163.0,14192148.32,34412.16,0.579148936
8552,Masoor,2003,Rabi       ,Madhya Pradesh,17.0,8,1163.0,1682.66,4.08,0.47
8553,Mesta,2003,Kharif     ,Madhya Pradesh,4700.0,10600,1163.0,465206.0,1128.0,2.075
8554,Moong(Green Gram),2003,Kharif     ,Madhya Pradesh,709.0,172,1163.0,70176.82,170.16,0.24
8555,Moong(Green Gram),2003,Rabi       ,Madhya Pradesh,13.0,3,1163.0,1286.74,3.12,0.23
8556,Niger seed,2003,Kharif     ,Madhya Pradesh,102368.0,23455,1163.0,10132384.64,24568.32,0.245
8559,Other Kharif pulses,2003,Kharif     ,Madhya Pradesh,725486.0,50000,1163.0,71808604.28,174116.64,0.344791667
8560,Peas & beans (Pulses),2003,Rabi       ,Madhya Pradesh,5.0,2,1163.0,494.9,1.2,0.4
8562,Ragi,2003,Kharif     ,Madhya Pradesh,514.0,136,1163.0,50875.72,123.36,0.237142857
8565,Safflower,2003,Rabi       ,Madhya Pradesh,632.0,172,1163.0,62555.36,151.68,0.24
8566,Sannhamp,2003,Whole Year ,Madhya Pradesh,5584.0,11127,1163.0,552704.32,1340.16,2.155777778
8567,Sesamum,2003,Kharif     ,Madhya Pradesh,144080.0,50000,1163.0,14261038.4,34579.2,0.432916667
8568,Small millets,2003,Kharif     ,Madhya Pradesh,400775.0,50000,1163.0,39668709.5,96186.0,0.301621622
8571,Sunflower,2003,Kharif     ,Madhya Pradesh,1984.0,1062,1163.0,196376.32,476.16,0.357727273
8572,Sweet potato,2003,Whole Year ,Madhya Pradesh,3821.0,21742,1163.0,378202.58,917.04,5.932173913
8573,Turmeric,2003,Whole Year ,Madhya Pradesh,655.0,682,1163.0,64831.9,157.2,1.0059375
8574,Urad,2003,Kharif     ,Madhya Pradesh,610876.0,50000,1163.0,60464506.48,146610.24,0.349166667
8575,Urad,2003,Rabi       ,Madhya Pradesh,5693.0,2331,1163.0,563493.14,1366.32,0.242941176
8583,Groundnut,2003,Summer     ,Maharashtra,54700.0,50000,1037.4,5414206.0,13128.0,1.402258065
8586,Linseed,2003,Rabi       ,Maharashtra,63400.0,14700,1037.4,6275332.0,15216.0,0.258333333
8588,Maize,2003,Rabi       ,Maharashtra,57900.0,50000,1037.4,5730942.0,13896.0,1.689130435
8590,Niger seed,2003,Kharif     ,Maharashtra,53600.0,17400,1037.4,5305328.0,12864.0,0.3865
8592,Other  Rabi pulses,2003,Rabi       ,Maharashtra,129800.0,50000,1037.4,12847604.0,31152.0,0.430869565
8593,Other Kharif pulses,2003,Kharif     ,Maharashtra,164300.0,41400,1037.4,16262414.0,39432.0,0.2815625
8594,Ragi,2003,Kharif     ,Maharashtra,146900.0,50000,1037.4,14540162.0,35256.0,1.2225
8595,Rapeseed &Mustard,2003,Rabi       ,Maharashtra,10300.0,2600,1037.4,1019494.0,2472.0,0.222962963
8597,Rice,2003,Summer     ,Maharashtra,29500.0,50000,1037.4,2919910.0,7080.0,2.217
8598,Safflower,2003,Rabi       ,Maharashtra,244700.0,50000,1037.4,24220406.0,58728.0,0.398421053
8599,Sesamum,2003,Kharif     ,Maharashtra,116800.0,37200,1037.4,11560864.0,28032.0,0.364375
8600,Sesamum,2003,Rabi       ,Maharashtra,3600.0,800,1037.4,356328.0,864.0,0.223
8601,Small millets,2003,Kharif     ,Maharashtra,68600.0,38100,1037.4,6790028.0,16464.0,0.554333333
8602,Small millets,2003,Rabi       ,Maharashtra,16200.0,5000,1037.4,1603476.0,3888.0,0.45125
8605,Sunflower,2003,Kharif     ,Maharashtra,89000.0,32400,1037.4,8809220.0,21360.0,0.400454545
8606,Sunflower,2003,Rabi       ,Maharashtra,182500.0,50000,1037.4,18063850.0,43800.0,0.423333333
8607,Sunflower,2003,Summer     ,Maharashtra,4000.0,3200,1037.4,395920.0,960.0,0.733125
8610,other oilseeds,2003,Kharif     ,Maharashtra,25600.0,4700,1037.4,2533888.0,6144.0,0.201904762
8611,Arhar/Tur,2003,Kharif     ,Manipur,40.0,20,687.7,3959.2,9.6,0.5
8612,Banana,2003,Whole Year ,Manipur,1950.0,15308,687.7,193011.0,468.0,7.851111111
8613,Cashewnut,2003,Whole Year ,Manipur,325.0,130,687.7,32168.5,78.0,0.4
8614,Dry chillies,2003,Whole Year ,Manipur,13390.0,7850,687.7,1325342.2,3213.6,0.543333333
8615,Ginger,2003,Kharif     ,Manipur,1450.0,2390,687.7,143521.0,348.0,1.63
8616,Maize,2003,Kharif     ,Manipur,2340.0,7530,687.7,231613.2,561.6,2.76
8617,Onion,2003,Whole Year ,Manipur,970.0,2060,687.7,96010.6,232.8,2.068333333
8618,Other Kharif pulses,2003,Kharif     ,Manipur,2340.0,1190,687.7,231613.2,561.6,0.5075
8619,Peas & beans (Pulses),2003,Kharif     ,Manipur,3980.0,2030,687.7,393940.4,955.2,0.52
8620,Rapeseed &Mustard,2003,Rabi       ,Manipur,20.0,10,687.7,1979.6,4.8,0.5
8622,Sesamum,2003,Kharif     ,Manipur,810.0,400,687.7,80173.8,194.4,0.496666667
8623,Soyabean,2003,Kharif     ,Manipur,320.0,290,687.7,31673.6,76.8,0.875
8624,Sugarcane,2003,Whole Year ,Manipur,330.0,10780,687.7,32663.4,79.2,32.71
8625,Sweet potato,2003,Whole Year ,Manipur,102.0,673,687.7,10095.96,24.48,6.59
8626,Tapioca,2003,Whole Year ,Manipur,243.0,1360,687.7,24052.14,58.32,5.593333333
8627,Turmeric,2003,Whole Year ,Manipur,550.0,380,687.7,54439.0,132.0,0.72
8628,Arhar/Tur,2003,Kharif     ,Mizoram,61.0,67,2499.5,6037.78,14.64,0.93
8629,Arhar/Tur,2003,Rabi       ,Mizoram,211.0,110,2499.5,20884.78,50.64,0.9125
8630,Cotton(lint),2003,Kharif     ,Mizoram,343.0,1336,2499.5,33950.14,82.32,3.501666667
8631,Gram,2003,Kharif     ,Mizoram,23.0,25,2499.5,2276.54,5.52,0.916666667
8632,Gram,2003,Rabi       ,Mizoram,23.0,18,2499.5,2276.54,5.52,1.176666667
8633,Maize,2003,Kharif     ,Mizoram,9765.0,19005,2499.5,966539.7,2343.6,1.981666667
8634,Maize,2003,Rabi       ,Mizoram,716.0,1277,2499.5,70869.68,171.84,1.802
8635,Masoor,2003,Rabi       ,Mizoram,11.0,8,2499.5,1088.78,2.64,0.723333333
8636,Moong(Green Gram),2003,Kharif     ,Mizoram,24.0,30,2499.5,2375.52,5.76,1.245
8637,Moong(Green Gram),2003,Rabi       ,Mizoram,44.0,46,2499.5,4355.12,10.56,0.944
8638,Other  Rabi pulses,2003,Rabi       ,Mizoram,1925.0,1570,2499.5,190536.5,462.0,0.92
8639,Other Kharif pulses,2003,Kharif     ,Mizoram,2053.0,1887,2499.5,203205.94,492.72,0.881666667
8640,Peas & beans (Pulses),2003,Kharif     ,Mizoram,165.0,172,2499.5,16331.7,39.6,0.9025
8641,Peas & beans (Pulses),2003,Rabi       ,Mizoram,346.0,376,2499.5,34247.08,83.04,1.018333333
8642,Potato,2003,Whole Year ,Mizoram,363.0,893,2499.5,35929.74,87.12,3.301666667
8643,Rice,2003,Kharif     ,Mizoram,59196.0,50000,2499.5,5859220.08,14207.04,1.925
8644,Sesamum,2003,Kharif     ,Mizoram,3285.0,2019,2499.5,325149.3,788.4,0.615
8645,Soyabean,2003,Kharif     ,Mizoram,1978.0,1963,2499.5,195782.44,474.72,1.085
8646,Sugarcane,2003,Whole Year ,Mizoram,1393.0,36174,2499.5,137879.14,334.32,25.87
8647,Tapioca,2003,Whole Year ,Mizoram,139.0,690,2499.5,13758.22,33.36,7.7075
8648,Tobacco,2003,Whole Year ,Mizoram,460.0,404,2499.5,45530.8,110.4,0.866666667
8649,Arhar/Tur,2003,Kharif     ,Nagaland,7500.0,7000,1709.8,742350.0,1800.0,1.015
8650,Bajra,2003,Kharif     ,Nagaland,3000.0,5000,1709.8,296940.0,720.0,1.615
8651,Barley,2003,Rabi       ,Nagaland,6000.0,10000,1709.8,593880.0,1440.0,1.62
8652,Cotton(lint),2003,Kharif     ,Nagaland,2000.0,150,1709.8,197960.0,480.0,0.08375
8653,Gram,2003,Rabi       ,Nagaland,1500.0,2000,1709.8,148470.0,360.0,1.3475
8654,Groundnut,2003,Kharif     ,Nagaland,2000.0,3000,1709.8,197960.0,480.0,1.51625
8655,Jowar,2003,Kharif     ,Nagaland,3000.0,5000,1709.8,296940.0,720.0,1.6075
8656,Jute,2003,Kharif     ,Nagaland,2000.0,11000,1709.8,197960.0,480.0,6.7575
8657,Linseed,2003,Rabi       ,Nagaland,8000.0,6400,1709.8,791840.0,1920.0,0.8875
8658,Maize,2003,Kharif     ,Nagaland,45000.0,50000,1709.8,4454100.0,10800.0,1.69125
8659,Maize,2003,Rabi       ,Nagaland,140.0,260,1709.8,13857.2,33.6,1.71
8660,Masoor,2003,Rabi       ,Nagaland,2500.0,1070,1709.8,247450.0,600.0,0.4475
8661,Moong(Green Gram),2003,Kharif     ,Nagaland,2000.0,3000,1709.8,197960.0,480.0,1.49375
8662,Other  Rabi pulses,2003,Rabi       ,Nagaland,4030.0,3500,1709.8,398889.4,967.2,0.85125
8663,Other Kharif pulses,2003,Kharif     ,Nagaland,6990.0,8810,1709.8,691870.2,1677.6,1.2925
8664,Peas & beans (Pulses),2003,Kharif     ,Nagaland,1370.0,2000,1709.8,135602.6,328.8,1.5825
8665,Peas & beans (Pulses),2003,Rabi       ,Nagaland,6840.0,4930,1709.8,677023.2,1641.6,0.6825
8666,Potato,2003,Whole Year ,Nagaland,5110.0,43540,1709.8,505787.8,1226.4,8.2975
8667,Rapeseed &Mustard,2003,Rabi       ,Nagaland,16000.0,12800,1709.8,1583680.0,3840.0,0.77625
8668,Rice,2003,Kharif     ,Nagaland,155000.0,50000,1709.8,15341900.0,37200.0,1.36
8669,Rice,2003,Rabi       ,Nagaland,1000.0,2000,1709.8,98980.0,240.0,1.945
8670,Sesamum,2003,Kharif     ,Nagaland,5000.0,5000,1709.8,494900.0,1200.0,1.0375
8671,Small millets,2003,Kharif     ,Nagaland,7830.0,8000,1709.8,775013.4,1879.2,0.9425
8672,Soyabean,2003,Kharif     ,Nagaland,26000.0,36000,1709.8,2573480.0,6240.0,1.38
8673,Sugarcane,2003,Whole Year ,Nagaland,2800.0,50000,1709.8,277144.0,672.0,37.28166667
8674,Sunflower,2003,Kharif     ,Nagaland,2500.0,5000,1709.8,247450.0,600.0,2.05375
8675,Sunflower,2003,Rabi       ,Nagaland,1000.0,1000,1709.8,98980.0,240.0,1.18125
8676,Wheat,2003,Rabi       ,Nagaland,10000.0,19500,1709.8,989800.0,2400.0,1.86625
8677,Arhar/Tur,2003,Kharif     ,Odisha,136540.0,50000,1648.2,13514729.2,32769.6,0.682068966
8678,Bajra,2003,Kharif     ,Odisha,3270.0,1720,1648.2,323664.6,784.8,0.538333333
8679,Castor seed,2003,Kharif     ,Odisha,10900.0,5590,1648.2,1078882.0,2616.0,0.480769231
8680,Castor seed,2003,Rabi       ,Odisha,6830.0,3050,1648.2,676033.4,1639.2,0.486
8681,Coriander,2003,Whole Year ,Odisha,19010.0,9000,1648.2,1881609.8,4562.4,0.480666667
8682,Dry chillies,2003,Whole Year ,Odisha,75040.0,50000,1648.2,7427459.2,18009.6,0.838666667
8683,Garlic,2003,Whole Year ,Odisha,10850.0,34320,1648.2,1073933.0,2604.0,3.144666667
8684,Ginger,2003,Kharif     ,Odisha,15480.0,30020,1648.2,1532210.4,3715.2,1.810333333
8685,Gram,2003,Rabi       ,Odisha,28570.0,17670,1648.2,2827858.6,6856.8,0.505172414
8686,Groundnut,2003,Kharif     ,Odisha,77176.0,50000,1648.2,7638880.48,18522.24,1.084
8687,Horse-gram,2003,Kharif     ,Odisha,87826.0,24752,1648.2,8693017.48,21078.24,0.293103448
8688,Jowar,2003,Kharif     ,Odisha,11090.0,6380,1648.2,1097688.2,2661.6,0.604
8689,Jute,2003,Kharif     ,Odisha,2590.0,18148,1648.2,256358.2,621.6,7.076666667
8690,Linseed,2003,Rabi       ,Odisha,18240.0,7180,1648.2,1805395.2,4377.6,0.33
8691,Maize,2003,Kharif     ,Odisha,55549.0,50000,1648.2,5498240.02,13331.76,0.887307692
8692,Maize,2003,Rabi       ,Odisha,13760.0,18180,1648.2,1361964.8,3302.4,1.32
8693,Masoor,2003,Rabi       ,Odisha,5860.0,2430,1648.2,580022.8,1406.4,0.4025
8694,Moong(Green Gram),2003,Kharif     ,Odisha,257261.0,50000,1648.2,25463693.78,61742.64,0.229333333
8695,Niger seed,2003,Kharif     ,Odisha,110640.0,25660,1648.2,10951147.2,26553.6,0.277
8696,Niger seed,2003,Rabi       ,Odisha,19610.0,6170,1648.2,1940997.8,4706.4,0.38
8697,Onion,2003,Whole Year ,Odisha,26550.0,50000,1648.2,2627919.0,6372.0,8.845666667
8698,Other  Rabi pulses,2003,Rabi       ,Odisha,35250.0,20190,1648.2,3489045.0,8460.0,0.582592593
8699,Other Kharif pulses,2003,Kharif     ,Odisha,27280.0,15020,1648.2,2700174.4,6547.2,0.506428571
8700,Potato,2003,Whole Year ,Odisha,7303.0,50000,1648.2,722850.94,1752.72,9.688965517
8701,Ragi,2003,Kharif     ,Odisha,70490.0,44575,1648.2,6977100.2,16917.6,0.4768
8702,Rapeseed &Mustard,2003,Rabi       ,Odisha,15907.0,3065,1648.2,1574474.86,3817.68,0.169310345
8704,Safflower,2003,Rabi       ,Odisha,1620.0,710,1648.2,160347.6,388.8,0.42875
8705,Sesamum,2003,Kharif     ,Odisha,37716.0,7776,1648.2,3733129.68,9051.84,0.219333333
8706,Small millets,2003,Kharif     ,Odisha,26570.0,11510,1648.2,2629898.6,6376.8,0.435789474
8708,Sunflower,2003,Kharif     ,Odisha,820.0,470,1648.2,81163.6,196.8,0.608461538
8709,Sunflower,2003,Rabi       ,Odisha,5230.0,3920,1648.2,517665.4,1255.2,0.647931034
8711,Tobacco,2003,Whole Year ,Odisha,5310.0,3490,1648.2,525583.8,1274.4,0.537
8712,Turmeric,2003,Whole Year ,Odisha,23780.0,50000,1648.2,2353744.4,5707.2,2.241
8713,Urad,2003,Kharif     ,Odisha,135994.0,36794,1648.2,13460686.12,32638.56,0.256333333
8714,Wheat,2003,Rabi       ,Odisha,5129.0,7517,1648.2,507668.42,1230.96,1.377407407
8715,Arhar/Tur,2003,Kharif     ,Punjab,9700.0,9000,451.7,960106.0,2328.0,0.947333333
8716,Bajra,2003,Kharif     ,Punjab,8000.0,8000,451.7,791840.0,1920.0,1.0
8717,Barley,2003,Rabi       ,Punjab,23000.0,50000,451.7,2276540.0,5520.0,3.245555556
8719,Gram,2003,Rabi       ,Punjab,6000.0,5400,451.7,593880.0,1440.0,0.926923077
8720,Groundnut,2003,Kharif     ,Punjab,4400.0,4000,451.7,435512.0,1056.0,0.871428571
8721,Guar seed,2003,Whole Year ,Punjab,38500.0,27100,451.7,3810730.0,9240.0,0.674285714
8723,Masoor,2003,Rabi       ,Punjab,3600.0,2300,451.7,356328.0,864.0,0.71
8724,Moong(Green Gram),2003,Kharif     ,Punjab,18900.0,15800,451.7,1870722.0,4536.0,0.815384615
8725,Moth,2003,Kharif     ,Punjab,600.0,400,451.7,59388.0,144.0,0.833333333
8726,Rapeseed &Mustard,2003,Rabi       ,Punjab,52000.0,50000,451.7,5146960.0,12480.0,1.137647059
8728,Sesamum,2003,Kharif     ,Punjab,10600.0,3600,451.7,1049188.0,2544.0,0.269166667
8730,Sunflower,2003,Rabi       ,Punjab,20000.0,34000,451.7,1979600.0,4800.0,1.78875
8731,Urad,2003,Kharif     ,Punjab,5200.0,2200,451.7,514696.0,1248.0,0.641428571
8737,Groundnut,2003,Kharif     ,Uttar Pradesh,85143.0,50000,1075.6,8427454.14,20434.32,0.706610169
8738,Jowar,2003,Kharif     ,Uttar Pradesh,300167.0,50000,1075.6,29710529.66,72040.08,1.01469697
8739,Linseed,2003,Rabi       ,Uttar Pradesh,36435.0,17968,1075.6,3606336.3,8744.4,0.5034
8741,Maize,2003,Rabi       ,Uttar Pradesh,4172.0,5704,1075.6,412944.56,1001.28,1.348888889
8742,Maize,2003,Summer     ,Uttar Pradesh,20641.0,28216,1075.6,2043046.18,4953.84,1.362166667
8744,Moong(Green Gram),2003,Kharif     ,Uttar Pradesh,35227.0,8228,1075.6,3486768.46,8454.48,0.2940625
8745,Moong(Green Gram),2003,Summer     ,Uttar Pradesh,34070.0,18128,1075.6,3372248.6,8176.8,0.556911765
8746,Moth,2003,Kharif     ,Uttar Pradesh,379.0,146,1075.6,37513.42,90.96,0.388947368
8747,Onion,2003,Rabi       ,Uttar Pradesh,8781.0,50000,1075.6,869143.38,2107.44,14.35414286
8748,Onion,2003,Summer     ,Uttar Pradesh,11390.0,50000,1075.6,1127382.2,2733.6,9.894202899
8751,Ragi,2003,Rabi       ,Uttar Pradesh,221.0,323,1075.6,21874.58,53.04,1.423
8754,Rice,2003,Summer     ,Uttar Pradesh,7839.0,18016,1075.6,775904.22,1881.36,2.1595
8755,Sannhamp,2003,Whole Year ,Uttar Pradesh,3876.0,1167,1075.6,383646.48,930.24,0.278085106
8756,Sesamum,2003,Kharif     ,Uttar Pradesh,94950.0,12307,1075.6,9398151.0,22788.0,0.137761194
8757,Soyabean,2003,Kharif     ,Uttar Pradesh,4954.0,5315,1075.6,490346.92,1188.96,1.057619048
8759,Sunflower,2003,Kharif     ,Uttar Pradesh,12044.0,20111,1075.6,1192115.12,2890.56,1.678363636
8760,Tobacco,2003,Whole Year ,Uttar Pradesh,23384.0,50000,1075.6,2314548.32,5612.16,6.369090909
8761,Turmeric,2003,Whole Year ,Uttar Pradesh,887.0,1604,1075.6,87795.26,212.88,1.823142857
8762,Urad,2003,Kharif     ,Uttar Pradesh,566876.0,50000,1075.6,56109386.48,136050.24,0.367142857
8763,Urad,2003,Summer     ,Uttar Pradesh,57741.0,28301,1075.6,5715204.18,13857.84,0.540153846
8765,Arhar/Tur,2003,Kharif     ,Uttarakhand,1962.0,1453,1734.3,194198.76,470.88,0.756363636
8766,Bajra,2003,Kharif     ,Uttarakhand,3.0,3,1734.3,296.94,0.72,1.0
8767,Barley,2003,Rabi       ,Uttarakhand,24940.0,25126,1734.3,2468561.2,5985.6,1.060769231
8768,Garlic,2003,Whole Year ,Uttarakhand,2747.0,17920,1734.3,271898.06,659.28,4.46173913
8769,Gram,2003,Rabi       ,Uttarakhand,766.0,601,1734.3,75818.68,183.84,0.738888889
8770,Groundnut,2003,Kharif     ,Uttarakhand,1273.0,1267,1734.3,126001.54,305.52,0.955
8771,Horse-gram,2003,Kharif     ,Uttarakhand,8171.0,6066,1734.3,808765.58,1961.04,0.749090909
8772,Linseed,2003,Rabi       ,Uttarakhand,11.0,4,1734.3,1088.78,2.64,0.36
8773,Maize,2003,Kharif     ,Uttarakhand,31209.0,47446,1734.3,3089066.82,7490.16,1.456153846
8774,Maize,2003,Summer     ,Uttarakhand,137.0,224,1734.3,13560.26,32.88,1.623333333
8775,Masoor,2003,Rabi       ,Uttarakhand,11618.0,7168,1734.3,1149949.64,2788.32,0.61
8776,Moong(Green Gram),2003,Kharif     ,Uttarakhand,13.0,5,1734.3,1286.74,3.12,0.443333333
8777,Moong(Green Gram),2003,Summer     ,Uttarakhand,39.0,12,1734.3,3860.22,9.36,0.305
8778,Moth,2003,Kharif     ,Uttarakhand,2.0,1,1734.3,197.96,0.48,0.5
8779,Onion,2003,Whole Year ,Uttarakhand,1719.0,19183,1734.3,170146.62,412.56,11.30846154
8780,Other  Rabi pulses,2003,Rabi       ,Uttarakhand,43.0,22,1734.3,4256.14,10.32,0.443333333
8781,Other Cereals,2003,Kharif     ,Uttarakhand,77717.0,50000,1734.3,7692428.66,18652.08,1.000909091
8782,Other Cereals,2003,Rabi       ,Uttarakhand,660.0,755,1734.3,65326.8,158.4,1.112222222
8783,Other Kharif pulses,2003,Kharif     ,Uttarakhand,12064.0,7776,1734.3,1194094.72,2895.36,0.656363636
8784,Peas & beans (Pulses),2003,Rabi       ,Uttarakhand,4451.0,3386,1734.3,440559.98,1068.24,0.663333333
8785,Potato,2003,Whole Year ,Uttarakhand,16054.0,50000,1734.3,1589024.92,3852.96,15.82153846
8786,Ragi,2003,Kharif     ,Uttarakhand,126421.0,50000,1734.3,12513150.58,30341.04,1.4
8787,Rapeseed &Mustard,2003,Rabi       ,Uttarakhand,12545.0,10025,1734.3,1241704.1,3010.8,0.694615385
8789,Rice,2003,Summer     ,Uttarakhand,5655.0,21126,1734.3,559731.9,1357.2,3.66
8790,Sesamum,2003,Kharif     ,Uttarakhand,1857.0,294,1734.3,183805.86,445.68,0.155384615
8791,Soyabean,2003,Kharif     ,Uttarakhand,13998.0,15045,1734.3,1385522.04,3359.52,1.330833333
8793,Sunflower,2003,Kharif     ,Uttarakhand,262.0,301,1734.3,25932.76,62.88,1.024
8794,Tobacco,2003,Whole Year ,Uttarakhand,23.0,78,1734.3,2276.54,5.52,3.26
8795,Urad,2003,Kharif     ,Uttarakhand,10774.0,3905,1734.3,1066410.52,2585.76,0.37
8796,Urad,2003,Summer     ,Uttarakhand,645.0,233,1734.3,63842.1,154.8,0.243333333
8798,other oilseeds,2003,Kharif     ,Uttarakhand,411.0,294,1734.3,40680.78,98.64,0.637
8799,other oilseeds,2003,Rabi       ,Uttarakhand,87.0,29,1734.3,8611.26,20.88,0.298333333
8800,Arhar/Tur,2004,Kharif     ,Andhra Pradesh,471825.0,50000,781.8,51117520.5,99083.25,0.479090909
8801,Arhar/Tur,2004,Rabi       ,Andhra Pradesh,8452.0,3792,781.8,915689.68,1774.92,0.485
8802,Bajra,2004,Kharif     ,Andhra Pradesh,83441.0,50000,781.8,9039997.94,17522.61,0.86
8803,Bajra,2004,Rabi       ,Andhra Pradesh,10128.0,6712,781.8,1097267.52,2126.88,0.661818182
8805,Cashewnut,2004,Whole Year ,Andhra Pradesh,150352.0,33571,781.8,16289135.68,31573.92,0.256875
8806,Castor seed,2004,Kharif     ,Andhra Pradesh,271600.0,50000,781.8,29425144.0,57036.0,0.484444444
8808,Coriander,2004,Whole Year ,Andhra Pradesh,23981.0,9314,781.8,2598101.54,5036.01,0.516470588
8811,Dry chillies,2004,Rabi       ,Andhra Pradesh,50419.0,50000,781.8,5462394.46,10587.99,3.148636364
8812,Garlic,2004,Whole Year ,Andhra Pradesh,552.0,0,781.8,59803.68,115.92,0.0
8813,Ginger,2004,Whole Year ,Andhra Pradesh,1873.0,10906,781.8,202920.82,393.33,5.2775
8814,Gram,2004,Kharif     ,Andhra Pradesh,111.0,98,781.8,12025.74,23.31,0.885
8818,Horse-gram,2004,Kharif     ,Andhra Pradesh,10077.0,4552,781.8,1091742.18,2116.17,0.433
8819,Horse-gram,2004,Rabi       ,Andhra Pradesh,56470.0,21003,781.8,6117959.8,11858.7,0.338571429
8820,Jowar,2004,Kharif     ,Andhra Pradesh,200661.0,50000,781.8,21739612.74,42138.81,0.863636364
8821,Jowar,2004,Rabi       ,Andhra Pradesh,299732.0,50000,781.8,32472964.88,62943.72,1.389545455
8822,Linseed,2004,Rabi       ,Andhra Pradesh,4181.0,467,781.8,452969.54,878.01,0.126666667
8826,Moong(Green Gram),2004,Kharif     ,Andhra Pradesh,304051.0,50000,781.8,32940885.34,63850.71,0.367727273
8827,Moong(Green Gram),2004,Rabi       ,Andhra Pradesh,150094.0,48901,781.8,16261183.96,31519.74,0.368421053
8828,Niger seed,2004,Kharif     ,Andhra Pradesh,15640.0,6101,781.8,1694437.6,3284.4,0.425
8830,Onion,2004,Rabi       ,Andhra Pradesh,12248.0,50000,781.8,1326948.32,2572.08,20.17047619
8831,Other  Rabi pulses,2004,Rabi       ,Andhra Pradesh,17609.0,4724,781.8,1907759.06,3697.89,0.256470588
8832,Other Kharif pulses,2004,Kharif     ,Andhra Pradesh,16234.0,4193,781.8,1758791.56,3409.14,0.268
